"","PMID","ShortAffil","NAuth","lat","long","country"
"2705","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2706","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2707","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2708","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2709","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2710","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2711","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2712","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2713","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2714","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2715","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2716","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2717","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2718","27572855","partners pediatric ms center (t.c.), massachusetts general hospital, harvard medical school, boston",15,42.3631671,-71.0687306,"United States"
"2719","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2720","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2721","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2722","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2723","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2724","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2725","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2726","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2727","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2728","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2729","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2730","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2731","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2732","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2733","27572855","department of neurology (d.p.), children's hospital of eastern ontario, university of ottawa, canada",15,45.4011209,-75.6516854,"Canada"
"2734","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2735","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2736","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2737","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2738","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2739","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2740","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2741","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2742","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2743","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2744","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2745","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2746","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2747","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2748","27572855","department neurofarba (m.p.a.), section neurosciences, university of florence, italy",15,43.7776426,11.259765,"Italy"
"2749","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2750","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2751","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2752","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2753","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2754","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2755","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2756","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2757","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2758","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2759","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2760","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2761","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2762","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2763","27572855","division of neurology (a.w.), perelman school of medicine (b.b.), the children's hospital of philadelphia, university of pennsylvania",15,39.9487664,-75.1939407,"United States"
"2764","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2765","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2766","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2767","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2768","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2769","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2770","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2771","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2772","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2773","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2774","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2775","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2776","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2777","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2778","27572855","divisione di neurologia 2-centro studi sclerosi multipla (a.g.), ospedale di gallarate, italy",15,45.6559277,8.7921069,"Italy"
"2779","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2780","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2781","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2782","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2783","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2784","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2785","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2786","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2787","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2788","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2789","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2790","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2791","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2792","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2793","27572855","department of neurology (r.q.h.), ms centre erasms, erasmus mc, rotterdam, the netherlands",15,51.910144,4.4660355,"Netherlands"
"2794","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2795","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2796","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2797","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2798","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2799","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2800","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2801","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2802","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2803","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2804","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2805","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2806","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2807","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2808","27572855","lourie center for pediatric ms (l.b.k.), stony brook children's, stony brook university, ny",15,40.909341,-73.1159931,"United States"
"2809","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2810","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2811","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2812","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2813","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2814","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2815","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2816","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2817","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2818","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2819","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2820","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2821","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2822","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2823","27572855","departments of pediatrics and neurology (n.m.), yale university school of medicine, new haven, ct",15,41.30323,-72.9338699,"United States"
"2824","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2825","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2826","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2827","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2828","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2829","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2830","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2831","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2832","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2833","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2834","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2835","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2836","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2837","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2838","27572855","department of pediatric neurology (k.r.), children's hospital datteln, university witten/herdecke, germany",15,51.4031667,7.4328376,"Germany"
"2839","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2840","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2841","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2842","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2843","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2844","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2845","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2846","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2847","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2848","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2849","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2850","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2851","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2852","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2853","27572855","national reference center for inflammatory diseases of the brain (m.t.), hôpitaux universitaires paris-sud, university paris-sud, france",15,46.227638,2.213749,"France"
"2854","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2855","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2856","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2857","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2858","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2859","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2860","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2861","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2862","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2863","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2864","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2865","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2866","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2867","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2868","27572855","department of neurology (s.t.), national pediatric hospital dr. juan p. garrahan, ciudad de buenos aires, argentina",15,-34.6310924,-58.3937402,"Argentina"
"2869","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2870","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2871","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2872","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2873","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2874","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2875","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2876","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2877","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2878","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2879","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2880","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2881","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2882","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2883","27572855","pediatric ms center (e. waubant), ucsf benioff children's hospital, ucsf, san francisco, ca",15,37.7648523,-122.3901585,"United States"
"2884","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2885","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2886","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2887","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2888","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2889","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2890","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2891","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2892","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2893","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2894","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2895","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2896","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2897","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2898","27572855","and the department of neurology (a.j.k.), royal children's hospital, parkville, australia",15,-37.7949981,144.9499075,"Australia"
"2899","25194709","rijeka university school of medicine, braće branchetta 20, hr-51000, rijeka, croatia",5,45.3358704,14.429453,"Croatia"
"2900","27320465","national institute for children's health quality, boston, massachusetts",3,42.355726,-71.061595,"United States"
"2901","27320465","national institute for children's health quality, boston, massachusetts",3,42.355726,-71.061595,"United States"
"2902","27320465","center for policy, stanford university, stanford, california",3,37.429248,-122.1652635,"United States"
"2903","27320465","children's hospital at montefiore/albert einstein college of medicine, bronx, new york",3,40.8803244,-73.8790379,"United States"
"2904","27411896","stanford university school of medicine, stanford, california",7,37.4318102,-122.175758,"United States"
"2905","25730132","stanford university school of medicine, stanford, california",4,37.4318102,-122.175758,"United States"
"2906","27411896","stanford university school of medicine, stanford, california",7,37.4318102,-122.175758,"United States"
"2907","26513237","stanford university school of medicine, stanford, california",3,37.4318102,-122.175758,"United States"
"2908","25730132","stanford university school of medicine, stanford, california",4,37.4318102,-122.175758,"United States"
"2909","27411896","stanford university school of medicine, stanford, california",7,37.4318102,-122.175758,"United States"
"2910","25633257","stanford university school of medicine, stanford, california",2,37.4318102,-122.175758,"United States"
"2911","27411896","stanford university school of medicine, stanford, california",7,37.4318102,-122.175758,"United States"
"2912","26513237","stanford university school of medicine, stanford, california",3,37.4318102,-122.175758,"United States"
"2913","27411896","stanford university school of medicine, stanford, california",7,37.4318102,-122.175758,"United States"
"2914","26513237","stanford university school of medicine, stanford, california",3,37.4318102,-122.175758,"United States"
"2915","25730132","stanford university school of medicine, stanford, california",4,37.4318102,-122.175758,"United States"
"2916","26764287","regione marche, asur, area vasta 2, jesi (an), italy",2,43.6172867,13.5109733,"Italy"
"2917","25735808","university of foggia, foggia, italy",14,41.449855,15.5665863,"Italy"
"2918","26764287","university of foggia, foggia, italy",2,41.449855,15.5665863,"Italy"
"2919","26764287","institute of psychiatry, psychology & neuroscience, king's college london, london, uk",2,39.9495483,-75.1738515,"United States"
"2920","25735808","institute of psychiatry, psychology & neuroscience, king's college london, london, uk",14,39.9495483,-75.1738515,"United States"
"2921","26764287","president, world psychiatric association",2,40.7852248,-73.944981,"United States"
"2922","26114589","schumpeter school of business and economics, university of wuppertal, rainer-gruenter-str. 21 (fn), 42119 wuppertal, germany",2,51.241269,7.1564829,"Germany"
